"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","WHEAT AREA (1000 ha)","SORGHUM AREA (1000 ha)","PEARL MILLET AREA (1000 ha)","MAIZE AREA (1000 ha)","FINGER MILLET AREA (1000 ha)","TOTAL AREA (1000 ha)"
"1","1990","14","Chhattisgarh","Durg","236.6","21.1","0.0","0.0","0.0","0.0","257.7"
"1","1991","14","Chhattisgarh","Durg","240.0","9.1","0.0","0.0","0.0","0.0","249.1"
"1","1992","14","Chhattisgarh","Durg","242.0","11.8","0.0","0.0","0.0","0.0","253.8"
"1","1993","14","Chhattisgarh","Durg","245.0","13.2","0.0","0.0","0.0","0.0","258.2"
"1","1994","14","Chhattisgarh","Durg","249.0","17.3","0.0","0.0","0.0","0.0","266.3"
"1","1995","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","1996","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","1997","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","1999","14","Chhattisgarh","Durg","335.0","0.0","0.0","0.0","22.17","0.0","357.17"
"1","2008","14","Chhattisgarh","Durg","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"1","2009","14","Chhattisgarh","Durg","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"2","1990","14","Chhattisgarh","Bastar","185.8","2.7","0.0","0.0","0.0","0.0","188.5"
"2","1991","14","Chhattisgarh","Bastar","193.3","0.0","0.0","0.0","5.7","0.0","199.0"
"2","1992","14","Chhattisgarh","Bastar","212.0","0.0","0.0","0.0","8.4","0.0","220.4"
"2","1993","14","Chhattisgarh","Bastar","269.7","15.7","0.0","0.0","9.8","0.0","295.2"
"2","1994","14","Chhattisgarh","Bastar","304.2","15.7","1.1","0.0","8.9","0.0","329.9"
"2","1995","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","1996","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","1997","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","2008","14","Chhattisgarh","Bastar","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"2","2009","14","Chhattisgarh","Bastar","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"3","1990","14","Chhattisgarh","Raipur","588.2","14.8","0.0","0.0","0.0","0.0","603.0"
"3","1991","14","Chhattisgarh","Raipur","601.3","16.3","0.0","0.0","0.0","0.0","617.6"
"3","1992","14","Chhattisgarh","Raipur","592.4","15.8","0.0","0.0","0.0","0.0","608.2"
"3","1993","14","Chhattisgarh","Raipur","582.6","17.8","0.0","0.0","0.0","0.0","600.4"
"3","1994","14","Chhattisgarh","Raipur","573.4","14.8","0.0","0.0","0.0","0.0","588.2"
"3","1995","14","Chhattisgarh","Raipur","116.8","0.43","0.0","0.0","0.0","0.0","116.79"
"3","1996","14","Chhattisgarh","Raipur","114.35","0.36","0.0","0.0","0.0","0.0","114.34"
"3","1997","14","Chhattisgarh","Raipur","120.62","0.45","0.0","0.0","0.0","0.0","120.61"
"3","1999","14","Chhattisgarh","Raipur","393.5","0.0","0.0","0.0","8.52","0.0","402.02"
"3","2008","14","Chhattisgarh","Raipur","26.09","6.59","0.0","-1.0","0.0","-1.0","32.68"
"3","2009","14","Chhattisgarh","Raipur","41.86","6.5","0.0","-1.0","0.0","-1.0","48.37"
"4","1990","14","Chhattisgarh","Bilaspur","413.7","26.3","0.0","0.0","1.5","0.0","441.5"
"4","1991","14","Chhattisgarh","Bilaspur","450.0","22.8","0.0","0.0","0.0","0.0","472.8"
"4","1992","14","Chhattisgarh","Bilaspur","479.3","24.3","0.0","0.0","6.3","0.0","509.9"
"4","1993","14","Chhattisgarh","Bilaspur","501.5","30.8","0.0","0.0","2.5","0.0","534.8"
"4","1994","14","Chhattisgarh","Bilaspur","437.4","22.8","0.0","0.0","4.2","0.0","464.4"
"4","1995","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","1996","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","1997","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","1999","14","Chhattisgarh","Bilaspur","239.6","4.48","0.0","0.0","9.89","0.0","253.97"
"4","2008","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"4","2009","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"5","1990","14","Chhattisgarh","Raigarh","208.4","12.0","0.0","0.0","9.8","0.0","230.2"
"5","1991","14","Chhattisgarh","Raigarh","227.0","2.4","0.0","0.0","7.0","0.0","236.4"
"5","1992","14","Chhattisgarh","Raigarh","365.0","3.7","0.0","0.0","8.1","0.0","376.8"
"5","1993","14","Chhattisgarh","Raigarh","271.7","2.9","0.0","0.0","8.2","0.0","282.8"
"5","1994","14","Chhattisgarh","Raigarh","310.0","4.2","0.0","0.0","8.5","0.0","322.7"
"5","1995","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","1996","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","1997","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","1999","14","Chhattisgarh","Raigarh","213.62","1.45","0.0","0.0","1.8","0.0","216.86"
"5","2008","14","Chhattisgarh","Raigarh","56.0","2.01","0.0","-1.0","0.0","-1.0","58.01"
"5","2009","14","Chhattisgarh","Raigarh","9.91","0.0","0.0","-1.0","0.0","-1.0","9.91"
"6","1990","14","Chhattisgarh","Surguja","193.4","9.0","0.0","0.0","6.0","0.0","208.4"
"6","1991","14","Chhattisgarh","Surguja","329.0","18.5","0.0","0.0","14.0","0.0","361.5"
"6","1992","14","Chhattisgarh","Surguja","309.7","11.4","0.0","0.0","18.3","0.0","339.4"
"6","1993","14","Chhattisgarh","Surguja","315.7","17.3","0.0","0.0","21.8","0.0","354.8"
"6","1994","14","Chhattisgarh","Surguja","305.0","23.0","0.0","0.0","18.2","0.0","346.2"
"6","1995","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","1996","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","1997","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","1999","14","Chhattisgarh","Surguja","244.5","23.4","0.0","0.0","16.6","0.0","284.5"
"6","2008","14","Chhattisgarh","Surguja","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"6","2009","14","Chhattisgarh","Surguja","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"7","1990","6","Madhya Pradesh","Jabalpur","61.9","82.5","0.2","0.0","1.6","0.0","146.2"
"7","1991","6","Madhya Pradesh","Jabalpur","65.0","87.4","0.0","0.0","0.0","0.0","152.4"
"7","1992","6","Madhya Pradesh","Jabalpur","65.0","90.0","0.0","0.0","0.0","0.0","155.0"
"7","1993","6","Madhya Pradesh","Jabalpur","85.0","90.0","0.0","0.0","0.0","0.0","175.0"
"7","1994","6","Madhya Pradesh","Jabalpur","90.0","92.0","0.0","0.0","0.0","0.0","182.0"
"7","1995","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","1996","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","1997","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","1998","6","Madhya Pradesh","Jabalpur","45.0","70.0","0.0","0.0","0.0","0.0","115.0"
"7","1999","6","Madhya Pradesh","Jabalpur","35.0","0.0","0.0","0.0","65.0","0.0","100.0"
"7","2000","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2001","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2002","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2003","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2004","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2005","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2006","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2007","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2008","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2009","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2010","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","2011","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","1990","6","Madhya Pradesh","Balaghat","161.5","16.2","0.0","0.0","0.9","0.0","178.6"
"8","1991","6","Madhya Pradesh","Balaghat","164.4","16.8","0.0","0.0","0.0","0.0","181.2"
"8","1992","6","Madhya Pradesh","Balaghat","164.9","16.8","0.0","0.0","0.0","0.0","181.7"
"8","1993","6","Madhya Pradesh","Balaghat","185.0","18.0","0.0","0.0","0.0","0.0","203.0"
"8","1994","6","Madhya Pradesh","Balaghat","195.0","19.0","0.0","0.0","0.0","0.0","214.0"
"8","1995","6","Madhya Pradesh","Balaghat","32.57","3.88","0.0","0.0","0.23","0.0","32.57"
"8","1996","6","Madhya Pradesh","Balaghat","38.17","2.82","0.0","0.0","0.19","0.0","38.17"
"8","1997","6","Madhya Pradesh","Balaghat","28.7","2.15","0.0","0.0","0.14","0.0","28.69"
"8","1998","6","Madhya Pradesh","Balaghat","206.0","17.2","0.0","0.0","0.0","0.0","223.2"
"8","1999","6","Madhya Pradesh","Balaghat","210.0","0.07","0.0","0.0","12.0","0.0","222.07"
"8","2000","6","Madhya Pradesh","Balaghat","28.83","1.83","0.0","0.0","0.13","0.0","28.82"
"8","2001","6","Madhya Pradesh","Balaghat","34.78","1.23","0.0","0.0","0.04","0.0","34.77"
"8","2002","6","Madhya Pradesh","Balaghat","35.99","3.83","0.0","0.0","0.09","0.0","35.99"
"8","2003","6","Madhya Pradesh","Balaghat","29.11","1.78","0.0","0.0","0.12","0.0","29.11"
"8","2004","6","Madhya Pradesh","Balaghat","22.2","0.0","0.0","0.0","0.24","0.0","22.19"
"8","2005","6","Madhya Pradesh","Balaghat","41.86","3.21","0.0","0.0","0.0","0.0","41.86"
"8","2006","6","Madhya Pradesh","Balaghat","41.82","3.15","0.0","0.0","0.0","0.0","41.81"
"8","2007","6","Madhya Pradesh","Balaghat","51.7","3.28","0.0","0.0","0.0","0.0","51.69"
"8","2008","6","Madhya Pradesh","Balaghat","33.23","2.23","0.0","0.0","0.02","0.0","33.22"
"8","2009","6","Madhya Pradesh","Balaghat","43.49","2.07","0.0","0.0","0.0","0.0","43.49"
"8","2010","6","Madhya Pradesh","Balaghat","31.9","2.79","0.0","0.0","0.0","0.0","31.89"
"8","2011","6","Madhya Pradesh","Balaghat","35.92","2.72","0.0","0.0","0.0","0.0","35.91"
"9","1990","6","Madhya Pradesh","Chhindwara","22.6","70.0","52.0","0.0","25.7","0.0","170.3"
"9","1991","6","Madhya Pradesh","Chhindwara","23.5","41.2","55.8","0.0","27.5","0.0","148.0"
"9","1992","6","Madhya Pradesh","Chhindwara","18.7","50.0","55.7","0.0","26.2","0.0","150.6"
"9","1993","6","Madhya Pradesh","Chhindwara","13.0","63.0","58.0","0.0","30.0","0.0","164.0"
"9","1994","6","Madhya Pradesh","Chhindwara","10.0","76.4","45.0","0.0","25.0","0.0","156.4"
"9","1995","6","Madhya Pradesh","Chhindwara","0.07","68.44","46.92","0.03","31.1","0.0","146.57"
"9","1996","6","Madhya Pradesh","Chhindwara","0.82","70.8","53.21","0.01","35.86","0.0","160.71"
"9","1997","6","Madhya Pradesh","Chhindwara","0.69","66.21","46.27","0.02","29.29","0.0","142.47"
"9","1998","6","Madhya Pradesh","Chhindwara","17.2","90.1","51.6","0.0","49.3","0.0","207.2"
"9","1999","6","Madhya Pradesh","Chhindwara","18.86","76.12","52.88","0.0","82.42","0.0","229.29"
"9","2000","6","Madhya Pradesh","Chhindwara","5.78","29.37","46.84","0.01","40.98","0.0","122.98"
"9","2001","6","Madhya Pradesh","Chhindwara","3.96","29.77","44.48","0.03","43.7","0.0","121.93"
"9","2002","6","Madhya Pradesh","Chhindwara","4.26","39.99","39.74","0.06","40.35","0.0","124.4"
"9","2003","6","Madhya Pradesh","Chhindwara","3.07","59.79","36.52","0.02","49.98","0.0","149.37"
"9","2004","6","Madhya Pradesh","Chhindwara","3.66","45.9","32.13","0.02","42.72","0.0","124.43"
"9","2005","6","Madhya Pradesh","Chhindwara","6.38","48.49","32.49","0.01","42.2","0.0","129.56"
"9","2006","6","Madhya Pradesh","Chhindwara","10.3","56.59","26.19","0.07","49.31","0.0","142.46"
"9","2007","6","Madhya Pradesh","Chhindwara","5.12","53.85","28.16","0.0","22.99","0.0","110.12"
"9","2008","6","Madhya Pradesh","Chhindwara","15.89","43.42","24.79","0.04","36.83","0.0","120.95"
"9","2009","6","Madhya Pradesh","Chhindwara","2.1","65.13","25.65","0.0","59.71","0.0","152.59"
"9","2010","6","Madhya Pradesh","Chhindwara","2.38","66.21","26.34","0.0","48.92","0.0","143.84"
"9","2011","6","Madhya Pradesh","Chhindwara","0.31","44.36","22.07","0.0","21.48","0.0","88.22"
"10","1990","6","Madhya Pradesh","Narsinghpur","129.9","35.0","8.4","0.0","0.2","0.0","172.5"
"10","1991","6","Madhya Pradesh","Narsinghpur","13.8","47.0","6.0","0.0","0.0","0.0","65.8"
"10","1992","6","Madhya Pradesh","Narsinghpur","9.2","47.8","6.1","0.0","0.1","0.0","62.2"
"10","1993","6","Madhya Pradesh","Narsinghpur","8.5","52.9","6.8","0.0","0.2","0.0","67.4"
"10","1994","6","Madhya Pradesh","Narsinghpur","10.0","55.0","8.0","0.0","0.2","0.0","72.2"
"10","1995","6","Madhya Pradesh","Narsinghpur","0.76","25.76","0.05","0.0","0.02","0.0","26.59"
"10","1996","6","Madhya Pradesh","Narsinghpur","0.58","32.41","0.02","0.0","0.0","0.0","33.0"
"10","1997","6","Madhya Pradesh","Narsinghpur","0.3","46.55","0.04","0.0","0.0","0.0","46.9"
"10","1998","6","Madhya Pradesh","Narsinghpur","7.4","70.5","0.0","0.0","0.3","0.0","77.2"
"10","1999","6","Madhya Pradesh","Narsinghpur","6.8","0.3","2.9","0.0","84.0","0.0","93.0"
"10","2000","6","Madhya Pradesh","Narsinghpur","0.0","4.24","0.0","0.0","0.0","0.0","4.24"
"10","2001","6","Madhya Pradesh","Narsinghpur","3.71","47.69","0.17","0.0","0.0","0.0","51.58"
"10","2002","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","2003","6","Madhya Pradesh","Narsinghpur","8.24","20.73","0.04","0.0","0.0","0.0","29.01"
"10","2004","6","Madhya Pradesh","Narsinghpur","11.51","18.86","0.0","0.02","0.0","0.0","30.39"
"10","2005","6","Madhya Pradesh","Narsinghpur","3.67","11.63","0.1","0.0","0.0","0.0","15.4"
"10","2006","6","Madhya Pradesh","Narsinghpur","3.84","11.2","0.06","0.0","0.0","0.0","15.1"
"10","2007","6","Madhya Pradesh","Narsinghpur","5.18","36.5","0.13","0.07","0.17","0.0","42.04"
"10","2008","6","Madhya Pradesh","Narsinghpur","5.19","39.93","0.08","0.0","0.09","0.0","45.29"
"10","2009","6","Madhya Pradesh","Narsinghpur","6.71","45.79","0.02","0.0","0.41","0.0","52.92"
"10","2010","6","Madhya Pradesh","Narsinghpur","9.36","47.47","0.02","0.0","0.23","0.0","57.07"
"10","2011","6","Madhya Pradesh","Narsinghpur","9.28","52.7","0.02","0.0","0.08","0.0","62.08"
"11","1990","6","Madhya Pradesh","Seoni","50.2","55.0","3.0","0.0","3.5","0.0","110.7"
"11","1991","6","Madhya Pradesh","Seoni","50.0","28.0","3.3","0.0","3.2","0.0","83.5"
"11","1992","6","Madhya Pradesh","Seoni","62.0","57.0","3.2","0.0","3.6","0.0","124.8"
"11","1993","6","Madhya Pradesh","Seoni","75.0","60.2","5.1","0.0","4.3","0.0","143.6"
"11","1994","6","Madhya Pradesh","Seoni","85.0","75.0","9.0","0.0","5.5","0.0","173.5"
"11","1995","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","1996","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","1997","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","1998","6","Madhya Pradesh","Seoni","72.7","81.0","8.1","0.0","6.2","0.0","167.0"
"11","1999","6","Madhya Pradesh","Seoni","85.0","14.0","10.0","0.0","82.0","0.0","190.0"
"11","2000","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2001","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2002","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2003","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2004","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2005","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2006","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2007","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2008","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2009","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2010","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","2011","6","Madhya Pradesh","Seoni","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1990","6","Madhya Pradesh","Mandla","70.3","51.9","0.6","0.0","0.7","0.0","122.5"
"12","1991","6","Madhya Pradesh","Mandla","75.5","36.0","0.0","0.0","0.0","0.0","110.5"
"12","1992","6","Madhya Pradesh","Mandla","111.5","52.6","0.0","0.0","0.0","0.0","163.1"
"12","1993","6","Madhya Pradesh","Mandla","100.0","53.7","0.1","0.0","10.0","0.0","162.8"
"12","1994","6","Madhya Pradesh","Mandla","106.0","58.7","0.5","0.0","11.0","0.0","175.2"
"12","1995","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1996","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1997","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1998","6","Madhya Pradesh","Mandla","40.5","28.2","0.0","0.0","0.0","0.0","67.7"
"12","1999","6","Madhya Pradesh","Mandla","45.0","11.87","0.0","0.0","35.0","0.0","90.87"
"12","2000","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2001","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2002","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2003","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2004","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2005","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2006","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2007","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2008","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2009","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2010","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2011","6","Madhya Pradesh","Mandla","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","1990","6","Madhya Pradesh","Sagar","4.8","168.0","1.7","0.0","0.0","0.0","173.5"
"13","1991","6","Madhya Pradesh","Sagar","3.9","175.0","0.0","0.0","0.0","0.0","177.9"
"13","1992","6","Madhya Pradesh","Sagar","6.0","10.0","0.0","0.0","0.0","0.0","15.0"
"13","1993","6","Madhya Pradesh","Sagar","6.0","180.0","0.0","0.0","0.0","0.0","185.0"
"13","1994","6","Madhya Pradesh","Sagar","5.5","190.2","1.5","0.0","0.0","0.0","196.2"
"13","1995","6","Madhya Pradesh","Sagar","0.0","54.37","0.02","0.0","0.01","0.0","54.39"
"13","1996","6","Madhya Pradesh","Sagar","0.0","52.1","0.03","0.0","0.0","0.0","52.12"
"13","1997","6","Madhya Pradesh","Sagar","0.0","64.36","0.0","0.0","0.0","0.0","64.36"
"13","1998","6","Madhya Pradesh","Sagar","2.4","212.0","0.1","0.0","0.0","0.0","213.5"
"13","1999","6","Madhya Pradesh","Sagar","3.2","2.1","1.7","0.0","158.62","0.0","164.62"
"13","2000","6","Madhya Pradesh","Sagar","0.02","33.58","0.03","0.0","0.0","0.0","33.63"
"13","2001","6","Madhya Pradesh","Sagar","0.0","23.92","0.03","0.0","0.0","0.0","23.95"
"13","2002","6","Madhya Pradesh","Sagar","0.0","24.76","0.15","0.0","0.01","0.0","24.92"
"13","2003","6","Madhya Pradesh","Sagar","0.0","4.43","0.1","0.0","0.03","0.0","4.56"
"13","2004","6","Madhya Pradesh","Sagar","0.0","19.65","0.01","0.0","0.01","0.0","19.67"
"13","2005","6","Madhya Pradesh","Sagar","0.0","21.37","0.11","0.0","0.02","0.0","21.49"
"13","2006","6","Madhya Pradesh","Sagar","0.0","27.31","0.02","0.0","0.02","0.0","27.35"
"13","2007","6","Madhya Pradesh","Sagar","0.0","9.47","0.01","0.0","0.02","0.0","9.5"
"13","2008","6","Madhya Pradesh","Sagar","0.0","13.85","0.05","0.0","0.02","0.0","13.92"
"13","2009","6","Madhya Pradesh","Sagar","0.0","38.73","0.01","0.0","0.03","0.0","38.76"
"13","2010","6","Madhya Pradesh","Sagar","0.0","12.4","0.0","0.0","0.0","0.0","12.4"
"13","2011","6","Madhya Pradesh","Sagar","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1990","6","Madhya Pradesh","Damoh","8.3","30.4","0.6","0.0","0.0","0.0","38.3"
"14","1991","6","Madhya Pradesh","Damoh","17.0","31.5","0.0","0.0","0.0","0.0","47.5"
"14","1992","6","Madhya Pradesh","Damoh","10.0","25.0","0.2","0.0","0.0","0.0","34.2"
"14","1993","6","Madhya Pradesh","Damoh","8.4","37.5","0.0","0.0","0.0","0.0","44.9"
"14","1994","6","Madhya Pradesh","Damoh","14.0","42.0","0.5","0.0","0.0","0.0","55.5"
"14","1995","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1996","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1997","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1998","6","Madhya Pradesh","Damoh","21.5","57.0","0.0","0.0","0.0","0.0","77.5"
"14","1999","6","Madhya Pradesh","Damoh","10.46","0.0","0.01","0.0","95.2","0.0","104.67"
"14","2000","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2001","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2002","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2003","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2004","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2005","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2006","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2007","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2008","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2009","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2010","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2011","6","Madhya Pradesh","Damoh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","1990","6","Madhya Pradesh","Tikamgarh","5.6","65.6","3.9","0.0","0.0","0.0","74.1"
"15","1991","6","Madhya Pradesh","Tikamgarh","9.8","80.2","3.7","0.0","0.0","0.0","92.7"
"15","1992","6","Madhya Pradesh","Tikamgarh","6.5","35.0","1.0","0.0","0.4","0.0","41.9"
"15","1993","6","Madhya Pradesh","Tikamgarh","12.0","87.0","0.0","0.0","0.0","0.0","98.0"
"15","1994","6","Madhya Pradesh","Tikamgarh","12.0","100.0","9.0","0.0","0.0","0.0","120.0"
"15","1995","6","Madhya Pradesh","Tikamgarh","0.0","24.27","0.0","0.0","0.0","0.0","24.27"
"15","1996","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","1997","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","1998","6","Madhya Pradesh","Tikamgarh","5.3","100.0","1.1","0.0","0.4","0.0","105.8"
"15","1999","6","Madhya Pradesh","Tikamgarh","4.64","0.35","0.96","0.0","95.35","0.0","100.3"
"15","2000","6","Madhya Pradesh","Tikamgarh","0.0","52.0","0.0","0.0","0.0","0.0","52.0"
"15","2001","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2002","6","Madhya Pradesh","Tikamgarh","0.98","0.49","0.0","0.0","0.0","0.0","1.48"
"15","2003","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2004","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2005","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2006","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2007","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2008","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2009","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2010","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
