"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"71","2007","5","Karnataka","Chickmagalur","22519.0","44.29","75.89","69.23","12693.0","24.97","42.77","39.02","15630.0","30.74","52.67","48.05","50842.0","171.33","156.31"
"71","2008","5","Karnataka","Chickmagalur","25069.0","41.96","84.72","76.14","14498.0","24.27","48.99","44.03","20174.0","33.77","68.17","61.27","59741.0","201.88","181.44"
"71","2009","5","Karnataka","Chickmagalur","28970.0","39.86","97.54","87.82","17958.0","24.71","60.46","54.44","25746.0","35.43","86.68","78.05","72674.0","244.69","220.31"
"71","2010","5","Karnataka","Chickmagalur","28664.0","40.88","95.85","86.93","20846.0","29.73","69.71","63.22","20613.0","29.4","68.93","62.51","70123.0","234.49","212.66"
"71","2011","5","Karnataka","Chickmagalur","32332.0","43.99","110.35","99.9","22503.0","30.62","76.81","69.53","18662.0","25.39","63.7","57.66","73497.0","250.85","227.1"
"71","2012","5","Karnataka","Chickmagalur","22944.0","45.21","77.58","68.92","12239.0","24.12","41.39","36.77","15564.0","30.67","52.63","46.75","50747.0","171.6","152.44"
"71","2013","5","Karnataka","Chickmagalur","25625.0","45.78","85.07","73.52","13679.0","24.44","45.41","39.24","16667.0","29.78","55.33","47.82","55971.0","185.81","160.58"
"71","2014","5","Karnataka","Chickmagalur","32013.0","43.26","107.23","89.52","16693.0","22.56","55.91","46.68","25302.0","34.19","84.75","70.75","74008.0","247.9","206.95"
"71","2015","5","Karnataka","Chickmagalur","35227.0","44.28","119.53","97.59","21511.0","27.04","72.99","59.59","22814.0","28.68","77.41","63.2","79552.0","269.92","220.38"
"71","2016","5","Karnataka","Chickmagalur","29822.0","43.95","102.7","90.58","19107.0","28.16","65.8","58.04","18933.0","27.9","65.2","57.51","67862.0","233.69","206.13"
"71","2017","5","Karnataka","Chickmagalur","28833.0","43.07","102.04","85.46","17782.0","26.56","62.93","52.7","20329.0","30.37","71.95","60.25","66944.0","236.92","198.41"
"71","2018","5","Karnataka","Chickmagalur","36013.0","42.57","129.93","89.01","22033.0","26.05","79.49","54.46","26548.0","31.38","95.78","65.62","84594.0","305.2","209.08"
"71","2019","5","Karnataka","Chickmagalur","32754.0","45.22","116.74","86.49","19208.0","26.52","68.46","50.72","20470.0","28.26","72.96","54.05","72432.0","258.16","191.26"
"71","2020","5","Karnataka","Chickmagalur","36160.0","43.45","117.41","85.64","22550.0","27.1","73.22","53.41","24510.0","29.45","79.58","58.05","83220.0","270.21","197.09"
"72","1990","5","Karnataka","Chitradurga","26822.0","48.32","45.64","37.74","18257.0","32.89","31.06","25.69","10427.0","18.79","17.74","14.67","55506.0","94.44","78.09"
"72","1991","5","Karnataka","Chitradurga","26587.0","47.48","44.76","37.01","21007.0","37.52","35.37","29.24","8399.0","15.0","14.14","11.69","55993.0","94.27","77.93"
"72","1992","5","Karnataka","Chitradurga","32148.0","52.96","53.75","43.51","20704.0","34.11","34.62","28.02","7852.0","12.93","13.13","10.63","60704.0","101.49","82.16"
"72","1993","5","Karnataka","Chitradurga","34495.0","54.59","53.64","43.97","20532.0","32.49","31.93","26.17","8164.0","12.92","12.69","10.41","63191.0","98.26","80.56"
"72","1994","5","Karnataka","Chitradurga","32910.0","56.54","56.59","47.41","18878.0","32.43","32.46","27.2","6417.0","11.02","11.03","9.25","58205.0","100.08","83.86"
"72","1995","5","Karnataka","Chitradurga","35620.0","55.86","63.56","53.76","19460.0","30.52","34.73","29.37","8683.0","13.62","15.49","13.1","63763.0","113.79","96.23"
"72","1996","5","Karnataka","Chitradurga","36019.0","62.94","60.76","51.22","15467.0","27.03","26.09","21.99","5739.0","10.03","9.68","8.16","57225.0","96.54","81.37"
"72","1997","5","Karnataka","Chitradurga","39677.0","56.31","93.08","108.38","22724.0","32.25","53.31","62.07","8058.0","11.44","18.9","22.01","70459.0","165.29","192.46"
"72","1998","5","Karnataka","Chitradurga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"72","1999","5","Karnataka","Chitradurga","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"72","2000","5","Karnataka","Chitradurga","14519.0","56.08","35.31","29.54","8230.0","31.79","20.02","16.74","3140.0","12.13","7.64","6.39","25889.0","62.97","52.67"
"72","2001","5","Karnataka","Chitradurga","13233.0","53.04","31.32","26.86","8679.0","34.79","20.54","17.61","3037.0","12.17","7.19","6.16","24949.0","59.04","50.63"
"72","2002","5","Karnataka","Chitradurga","13083.0","52.41","30.16","27.27","8015.0","32.1","18.47","16.71","3867.0","15.49","8.91","8.06","24965.0","57.55","52.04"
"72","2003","5","Karnataka","Chitradurga","8341.0","51.6","20.81","17.75","5607.0","34.68","13.99","11.93","2218.0","13.72","5.53","4.72","16166.0","40.33","34.41"
"72","2004","5","Karnataka","Chitradurga","12289.0","53.31","29.45","24.84","7740.0","33.57","18.55","15.65","3025.0","13.12","7.25","6.11","23054.0","55.24","46.6"
"72","2005","5","Karnataka","Chitradurga","13162.0","52.79","31.6","25.68","7966.0","31.95","19.13","15.54","3807.0","15.27","9.14","7.43","24935.0","59.87","48.64"
"72","2006","5","Karnataka","Chitradurga","12757.0","51.33","34.87","27.74","8064.0","32.45","22.04","17.53","4030.0","16.22","11.01","8.76","24851.0","67.92","54.03"
"72","2007","5","Karnataka","Chitradurga","11140.0","51.66","25.58","22.99","6391.0","29.63","14.68","13.19","4035.0","18.71","9.27","8.33","21566.0","49.53","44.51"
"72","2008","5","Karnataka","Chitradurga","11478.0","42.85","26.69","23.84","9980.0","37.26","23.21","20.73","5327.0","19.89","12.39","11.06","26785.0","62.29","55.64"
"72","2009","5","Karnataka","Chitradurga","14261.0","46.28","34.36","31.0","11911.0","38.65","28.7","25.89","4645.0","15.07","11.19","10.1","30817.0","74.24","66.99"
"72","2010","5","Karnataka","Chitradurga","18922.0","47.36","43.66","36.12","14031.0","35.12","32.37","26.78","7001.0","17.52","16.15","13.36","39954.0","92.19","76.26"
"72","2011","5","Karnataka","Chitradurga","23110.0","51.1","59.7","50.96","17037.0","37.67","44.01","37.57","5082.0","11.24","13.13","11.21","45229.0","116.84","99.74"
"72","2012","5","Karnataka","Chitradurga","14419.0","62.0","36.98","31.8","5547.0","23.85","14.23","12.23","3291.0","14.15","8.44","7.26","23257.0","59.65","51.29"
"72","2013","5","Karnataka","Chitradurga","17678.0","58.02","45.47","38.32","9364.0","30.73","24.08","20.3","3428.0","11.25","8.82","7.43","30470.0","78.37","66.06"
"72","2014","5","Karnataka","Chitradurga","21152.0","55.29","53.53","42.27","12181.0","31.84","30.82","24.34","4921.0","12.86","12.45","9.83","38254.0","96.8","76.45"
"72","2015","5","Karnataka","Chitradurga","24513.0","54.46","63.05","52.16","15256.0","33.89","39.24","32.47","5242.0","11.65","13.48","11.16","45011.0","115.77","95.78"
"72","2016","5","Karnataka","Chitradurga","20375.0","56.78","51.77","43.63","11971.0","33.36","30.42","25.63","3538.0","9.86","8.99","7.58","35884.0","91.18","76.84"
"72","2017","5","Karnataka","Chitradurga","14296.0","53.91","37.88","32.28","8614.0","32.48","22.83","19.45","3608.0","13.61","9.56","8.15","26518.0","70.27","59.88"
"72","2018","5","Karnataka","Chitradurga","18688.0","48.48","54.9","44.51","14714.0","38.17","43.22","35.04","5142.0","13.34","15.11","12.25","38544.0","113.23","91.79"
"72","2019","5","Karnataka","Chitradurga","18464.0","54.06","52.0","35.32","11664.0","34.15","32.85","22.31","4025.0","11.79","11.33","7.7","34153.0","96.18","65.34"
"72","2020","5","Karnataka","Chitradurga","25360.0","50.43","56.5","43.9","18470.0","36.73","41.15","31.98","6460.0","12.85","14.39","11.18","50290.0","112.03","87.06"
"73","1990","5","Karnataka","Bellary","39325.0","44.69","63.59","54.73","28884.0","32.82","46.71","40.2","19787.0","22.49","32.0","27.54","87996.0","142.29","122.48"
"73","1991","5","Karnataka","Bellary","46764.0","44.75","77.07","66.26","34754.0","33.26","57.28","49.24","22985.0","21.99","37.88","32.57","104503.0","172.23","148.06"
"73","1992","5","Karnataka","Bellary","46007.0","54.16","75.75","65.74","25669.0","30.22","42.27","36.68","13270.0","15.62","21.85","18.96","84946.0","139.87","121.38"
"73","1993","5","Karnataka","Bellary","46307.0","60.16","81.34","69.01","19386.0","25.19","34.05","28.89","11275.0","14.65","19.8","16.8","76968.0","135.19","114.71"
"73","1994","5","Karnataka","Bellary","48663.0","63.77","89.14","76.3","15767.0","20.66","28.88","24.72","11884.0","15.57","21.77","18.63","76314.0","139.8","119.65"
"73","1995","5","Karnataka","Bellary","49304.0","60.94","86.68","76.03","19316.0","23.87","33.96","29.79","12286.0","15.19","21.6","18.95","80906.0","142.24","124.76"
"73","1996","5","Karnataka","Bellary","46652.0","64.08","78.86","67.04","16729.0","22.98","28.28","24.04","9424.0","12.94","15.93","13.54","72805.0","123.07","104.62"
"73","1997","5","Karnataka","Bellary","49251.0","58.94","95.86","83.06","24259.0","29.03","47.21","40.91","10049.0","12.03","19.56","16.95","83559.0","162.63","140.91"
"73","1998","5","Karnataka","Bellary","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"73","1999","5","Karnataka","Bellary","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"73","2000","5","Karnataka","Bellary","63741.0","58.35","130.86","114.18","29021.0","26.57","59.58","51.99","16483.0","15.09","33.84","29.53","109245.0","224.27","195.7"
"73","2001","5","Karnataka","Bellary","65073.0","60.69","142.11","123.85","27613.0","25.75","60.3","52.56","14538.0","13.56","31.75","27.67","107224.0","234.16","204.08"
"73","2002","5","Karnataka","Bellary","49966.0","60.91","120.61","104.99","21499.0","26.21","51.89","45.17","10564.0","12.88","25.5","22.2","82029.0","198.0","172.36"
"73","2003","5","Karnataka","Bellary","46140.0","58.29","113.47","96.18","20739.0","26.2","51.0","43.23","12273.0","15.51","30.18","25.58","79152.0","194.65","165.0"
"73","2004","5","Karnataka","Bellary","61608.0","52.29","134.15","115.84","31073.0","26.37","67.66","58.43","25140.0","21.34","54.74","47.27","117821.0","256.55","221.55"
"73","2005","5","Karnataka","Bellary","70685.0","52.05","147.51","118.66","40211.0","29.61","83.91","67.5","24901.0","18.34","51.96","41.8","135797.0","283.39","227.97"
"73","2006","5","Karnataka","Bellary","63266.0","52.97","140.42","110.36","36444.0","30.51","80.89","63.57","19727.0","16.52","43.78","34.41","119437.0","265.09","208.34"
"73","2007","5","Karnataka","Bellary","72188.0","54.69","155.56","119.83","34909.0","26.45","75.23","57.95","24892.0","18.86","53.64","41.32","131989.0","284.42","219.09"
"73","2008","5","Karnataka","Bellary","77246.0","51.18","177.61","134.16","47029.0","31.16","108.13","81.68","26642.0","17.65","61.26","46.27","150917.0","347.0","262.11"
"73","2009","5","Karnataka","Bellary","93423.0","51.43","214.24","164.0","54995.0","30.27","126.12","96.54","33240.0","18.3","76.23","58.35","181658.0","416.58","318.89"
"73","2010","5","Karnataka","Bellary","88074.0","51.95","199.18","151.36","54774.0","32.31","123.87","94.13","26674.0","15.73","60.32","45.84","169522.0","383.38","291.34"
"73","2011","5","Karnataka","Bellary","98034.0","51.49","236.76","184.27","69604.0","36.55","168.1","130.83","22773.0","11.96","55.0","42.81","190411.0","459.85","357.9"
"73","2012","5","Karnataka","Bellary","85611.0","60.73","194.63","151.82","36507.0","25.9","83.0","64.74","18846.0","13.37","42.84","33.42","140964.0","320.47","249.98"
"73","2013","5","Karnataka","Bellary","91046.0","61.18","223.14","174.68","39243.0","26.37","96.18","75.29","18521.0","12.45","45.39","35.54","148810.0","364.71","285.51"
"73","2014","5","Karnataka","Bellary","103501.0","59.95","244.62","188.59","45302.0","26.24","107.07","82.54","23837.0","13.81","56.34","43.43","172640.0","408.02","314.57"
"73","2015","5","Karnataka","Bellary","84680.0","58.21","192.16","153.34","43675.0","30.02","99.11","79.09","17130.0","11.77","38.87","31.02","145485.0","330.14","263.45"
"73","2016","5","Karnataka","Bellary","69683.0","56.5","179.53","161.18","39677.0","32.17","102.22","91.78","13969.0","11.33","35.99","32.31","123329.0","317.75","285.27"
"73","2017","5","Karnataka","Bellary","70669.0","58.1","169.43","139.03","37463.0","30.8","89.82","73.7","13491.0","11.09","32.35","26.54","121623.0","291.59","239.28"
"73","2018","5","Karnataka","Bellary","76474.0","54.24","133.75","113.61","47425.0","33.64","82.94","70.45","17090.0","12.12","29.89","25.39","140989.0","246.58","209.45"
"73","2019","5","Karnataka","Bellary","88453.0","58.05","152.45","131.76","46961.0","30.82","80.94","69.95","16947.0","11.12","29.21","25.24","152361.0","262.59","226.95"
"73","2020","5","Karnataka","Bellary","99350.0","55.58","169.82","135.95","59170.0","33.1","101.14","80.97","20230.0","11.32","34.58","27.68","178750.0","305.55","244.61"
"74","1990","5","Karnataka","Dharwad","26026.0","40.62","26.77","23.07","23591.0","36.82","24.27","20.91","14448.0","22.55","14.86","12.8","64065.0","65.91","56.78"
"74","1991","5","Karnataka","Dharwad","33658.0","40.19","30.52","24.41","31258.0","37.33","28.34","22.67","18828.0","22.48","17.07","13.65","83744.0","75.94","60.73"
"74","1992","5","Karnataka","Dharwad","32404.0","43.12","29.58","23.81","29944.0","39.84","27.34","22.0","12806.0","17.04","11.69","9.41","75154.0","68.61","55.21"
"74","1993","5","Karnataka","Dharwad","32732.0","49.87","29.76","24.01","23156.0","35.28","21.05","16.99","9752.0","14.86","8.87","7.15","65640.0","59.67","48.15"
"74","1994","5","Karnataka","Dharwad","34259.0","52.85","31.81","25.74","22050.0","34.02","20.48","16.56","8510.0","13.13","7.9","6.39","64819.0","60.19","48.69"
"74","1995","5","Karnataka","Dharwad","42116.0","49.54","39.88","32.63","30315.0","35.66","28.7","23.49","12590.0","14.81","11.92","9.76","85021.0","80.5","65.88"
"74","1996","5","Karnataka","Dharwad","36759.0","54.2","34.5","27.12","20671.0","30.48","19.4","15.25","10397.0","15.33","9.76","7.67","67827.0","63.66","50.03"
"74","1997","5","Karnataka","Dharwad","45301.0","47.69","140.73","111.07","34045.0","35.84","105.76","83.47","15652.0","16.48","48.62","38.38","94998.0","295.11","232.92"
"74","1998","5","Karnataka","Dharwad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"74","1999","5","Karnataka","Dharwad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"74","2000","5","Karnataka","Dharwad","20592.0","47.15","62.2","41.02","17032.0","39.0","51.45","33.93","6051.0","13.85","18.28","12.05","43675.0","131.92","87.0"
"74","2001","5","Karnataka","Dharwad","15302.0","45.26","46.17","31.86","13807.0","40.84","41.66","28.75","4701.0","13.9","14.19","9.79","33810.0","102.02","70.4"
"74","2002","5","Karnataka","Dharwad","13262.0","46.82","39.83","26.92","11500.0","40.6","34.54","23.34","3563.0","12.58","10.7","7.23","28325.0","85.06","57.5"
"74","2003","5","Karnataka","Dharwad","8289.0","50.4","25.75","17.54","5571.0","33.87","17.3","11.79","2588.0","15.73","8.04","5.48","16448.0","51.09","34.81"
"74","2004","5","Karnataka","Dharwad","15640.0","50.02","46.92","29.88","10623.0","33.98","31.87","20.29","5002.0","16.0","15.01","9.56","31265.0","93.8","59.73"
"74","2005","5","Karnataka","Dharwad","19720.0","45.43","60.57","38.8","15918.0","36.67","48.9","31.32","7767.0","17.89","23.86","15.28","43405.0","133.33","85.39"
"74","2006","5","Karnataka","Dharwad","23384.0","46.74","75.88","46.32","18852.0","37.68","61.18","37.34","7793.0","15.58","25.29","15.44","50029.0","162.35","99.1"
"74","2007","5","Karnataka","Dharwad","27423.0","50.42","86.1","51.89","16709.0","30.72","52.46","31.61","10261.0","18.86","32.22","19.41","54393.0","170.78","102.92"
"74","2008","5","Karnataka","Dharwad","22896.0","46.24","77.23","45.89","17397.0","35.13","58.68","34.87","9227.0","18.63","31.12","18.49","49520.0","167.02","99.26"
"74","2009","5","Karnataka","Dharwad","22212.0","40.65","66.71","40.14","20905.0","38.26","62.79","37.78","11528.0","21.1","34.62","20.83","54645.0","164.12","98.76"
"74","2010","5","Karnataka","Dharwad","22134.0","44.44","71.21","43.23","18659.0","37.46","60.03","36.44","9016.0","18.1","29.01","17.61","49809.0","160.25","97.28"
"74","2011","5","Karnataka","Dharwad","31858.0","49.2","110.37","66.78","24648.0","38.06","85.39","51.67","8247.0","12.74","28.57","17.29","64753.0","224.34","135.74"
"74","2012","5","Karnataka","Dharwad","18005.0","49.37","69.61","47.43","11408.0","31.28","44.11","30.05","7056.0","19.35","27.28","18.59","36469.0","141.0","96.07"
"74","2013","5","Karnataka","Dharwad","21597.0","55.28","74.57","46.4","10909.0","27.92","37.67","23.44","6563.0","16.8","22.66","14.1","39069.0","134.9","83.95"
"74","2014","5","Karnataka","Dharwad","25165.0","52.45","75.64","54.3","14435.0","30.09","43.39","31.15","8376.0","17.46","25.17","18.07","47976.0","144.2","103.52"
"74","2015","5","Karnataka","Dharwad","27356.0","56.64","79.85","52.67","16089.0","33.31","46.96","30.98","4854.0","10.05","14.17","9.35","48299.0","140.99","93.0"
"74","2016","5","Karnataka","Dharwad","20740.0","55.48","62.36","42.48","13288.0","35.55","39.96","27.21","3353.0","8.97","10.08","6.87","37381.0","112.4","76.56"
"74","2017","5","Karnataka","Dharwad","15657.0","56.03","51.04","35.29","8636.0","30.9","28.15","19.46","3652.0","13.07","11.91","8.23","27945.0","91.1","62.98"
"74","2018","5","Karnataka","Dharwad","18703.0","52.05","58.11","36.26","13122.0","36.52","40.77","25.44","4106.0","11.43","12.76","7.96","35931.0","111.64","69.67"
"74","2019","5","Karnataka","Dharwad","20053.0","56.23","61.6","39.57","11676.0","32.74","35.87","23.04","3934.0","11.03","12.08","7.76","35663.0","109.55","70.37"
"74","2020","5","Karnataka","Dharwad","23910.0","55.35","69.49","42.98","14360.0","33.24","41.74","25.81","4930.0","11.41","14.33","8.86","43200.0","125.56","77.65"
"75","1990","5","Karnataka","Belgaum","42069.0","59.5","46.9","42.36","19478.0","27.55","21.71","19.61","9156.0","12.95","10.21","9.22","70703.0","78.82","71.19"
"75","1991","5","Karnataka","Belgaum","37978.0","57.44","41.07","36.55","20327.0","30.75","21.98","19.57","7808.0","11.81","8.44","7.52","66113.0","71.49","63.64"
"75","1992","5","Karnataka","Belgaum","38150.0","61.9","43.38","38.8","16310.0","26.46","18.54","16.59","7174.0","11.64","8.16","7.3","61634.0","70.08","62.68"
"75","1993","5","Karnataka","Belgaum","44975.0","66.93","49.47","44.08","14405.0","21.44","15.85","14.12","7813.0","11.63","8.59","7.66","67193.0","73.91","65.86"
"75","1994","5","Karnataka","Belgaum","41343.0","67.1","45.92","40.73","13022.0","21.14","14.46","12.83","7246.0","11.76","8.05","7.14","61611.0","68.43","60.69"
"75","1995","5","Karnataka","Belgaum","42981.0","66.85","49.54","44.25","13667.0","21.26","15.75","14.07","7649.0","11.9","8.82","7.87","64297.0","74.11","66.19"
"75","1996","5","Karnataka","Belgaum","45209.0","71.97","50.93","45.22","10384.0","16.53","11.7","10.39","7223.0","11.5","8.14","7.22","62816.0","70.76","62.83"
"75","1997","5","Karnataka","Belgaum","66900.0","62.27","77.15","67.48","26919.0","25.06","31.04","27.15","13619.0","12.68","15.7","13.74","107438.0","123.89","108.36"
"75","1998","5","Karnataka","Belgaum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"75","1999","5","Karnataka","Belgaum","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"75","2000","5","Karnataka","Belgaum","76410.0","62.42","87.06","72.86","27675.0","22.61","31.53","26.39","18337.0","14.98","20.89","17.48","122422.0","139.48","116.73"
"75","2001","5","Karnataka","Belgaum","68090.0","59.43","93.47","78.26","27623.0","24.11","37.92","31.75","18859.0","16.46","25.89","21.67","114572.0","157.28","131.68"
"75","2002","5","Karnataka","Belgaum","63617.0","63.58","85.17","69.43","19761.0","19.75","26.46","21.57","16680.0","16.67","22.33","18.21","100058.0","133.96","109.21"
"75","2003","5","Karnataka","Belgaum","44646.0","61.34","61.71","49.98","14545.0","19.98","20.1","16.28","13595.0","18.68","18.79","15.22","72786.0","100.61","81.48"
"75","2004","5","Karnataka","Belgaum","63961.0","57.35","76.21","57.97","26041.0","23.35","31.03","23.6","21525.0","19.3","25.65","19.51","111527.0","132.89","101.08"
"75","2005","5","Karnataka","Belgaum","70219.0","54.19","87.87","66.18","29547.0","22.8","36.98","27.85","29821.0","23.01","37.32","28.11","129587.0","162.17","122.13"
"75","2006","5","Karnataka","Belgaum","76241.0","52.43","90.56","71.04","37142.0","25.54","44.12","34.61","32020.0","22.02","38.03","29.84","145403.0","172.7","135.48"
"75","2007","5","Karnataka","Belgaum","79642.0","55.75","95.61","75.71","29910.0","20.94","35.91","28.43","33296.0","23.31","39.97","31.65","142848.0","171.48","135.79"
"75","2008","5","Karnataka","Belgaum","88002.0","43.88","110.24","87.19","56443.0","28.14","70.7","55.92","56100.0","27.97","70.28","55.58","200545.0","251.22","198.7"
"75","2009","5","Karnataka","Belgaum","99266.0","46.01","117.16","89.49","58084.0","26.92","68.56","52.37","58403.0","27.07","68.93","52.65","215753.0","254.65","194.51"
"75","2010","5","Karnataka","Belgaum","101487.0","47.8","121.12","92.29","64120.0","30.2","76.53","58.31","46713.0","22.0","55.75","42.48","212320.0","253.4","193.08"
"75","2011","5","Karnataka","Belgaum","101386.0","50.88","132.26","100.26","62121.0","31.18","81.04","61.43","35744.0","17.94","46.63","35.35","199251.0","259.92","197.03"
"75","2012","5","Karnataka","Belgaum","86336.0","58.68","132.81","96.35","32350.0","21.99","49.76","36.1","28451.0","19.34","43.77","31.75","147137.0","226.34","164.2"
"75","2013","5","Karnataka","Belgaum","92843.0","56.56","141.54","95.94","41720.0","25.42","63.6","43.11","29590.0","18.03","45.11","30.58","164153.0","250.25","169.63"
"75","2014","5","Karnataka","Belgaum","92481.0","55.22","127.54","90.23","38556.0","23.02","53.17","37.62","36446.0","21.76","50.26","35.56","167483.0","230.98","163.41"
"75","2015","5","Karnataka","Belgaum","92785.0","57.04","117.46","90.85","44583.0","27.41","56.44","43.65","25303.0","15.55","32.03","24.78","162671.0","205.93","159.28"
"75","2016","5","Karnataka","Belgaum","100099.0","55.61","121.48","96.31","45043.0","25.03","54.66","43.34","34850.0","19.36","42.29","33.53","179992.0","218.44","173.17"
"75","2017","5","Karnataka","Belgaum","92878.0","56.16","121.53","92.16","39229.0","23.72","51.33","38.92","33264.0","20.11","43.52","33.01","165371.0","216.38","164.09"
"75","2018","5","Karnataka","Belgaum","103932.0","54.95","116.69","88.94","45382.0","23.99","50.95","38.84","39819.0","21.05","44.71","34.08","189133.0","212.36","161.86"
"75","2019","5","Karnataka","Belgaum","107043.0","58.22","118.1","89.5","41810.0","22.74","46.13","34.96","35007.0","19.04","38.62","29.27","183860.0","202.86","153.72"
"75","2020","5","Karnataka","Belgaum","124920.0","56.59","125.25","85.11","53590.0","24.28","53.73","36.51","42230.0","19.13","42.34","28.77","220740.0","221.32","150.4"
"76","1990","5","Karnataka","Bijapur","18447.0","54.17","13.61","12.47","10740.0","31.54","7.92","7.26","4868.0","14.29","3.59","3.29","34055.0","25.12","23.03"
"76","1991","5","Karnataka","Bijapur","23392.0","53.28","16.89","15.06","16732.0","38.11","12.08","10.77","3784.0","8.62","2.73","2.44","43908.0","31.7","28.27"
"76","1992","5","Karnataka","Bijapur","19363.0","60.49","14.36","13.18","9608.0","30.01","7.13","6.54","3041.0","9.5","2.26","2.07","32012.0","23.74","21.79"
"76","1993","5","Karnataka","Bijapur","24709.0","62.07","18.28","16.5","11747.0","29.51","8.69","7.84","3350.0","8.42","2.48","2.24","39806.0","29.44","26.58"
"76","1994","5","Karnataka","Bijapur","25595.0","62.72","20.34","18.5","9926.0","24.32","7.89","7.17","5288.0","12.96","4.2","3.82","40809.0","32.43","29.49"
"76","1995","5","Karnataka","Bijapur","29069.0","61.82","22.15","20.32","11902.0","25.31","9.07","8.32","6054.0","12.87","4.61","4.23","47025.0","35.83","32.87"
"76","1996","5","Karnataka","Bijapur","31046.0","66.64","22.67","19.98","10401.0","22.33","7.59","6.69","5138.0","11.03","3.75","3.31","46585.0","34.01","29.98"
"76","1997","5","Karnataka","Bijapur","40669.0","60.64","51.84","46.5","19454.0","29.01","24.8","22.24","6944.0","10.35","8.85","7.94","67067.0","85.49","76.69"
"76","1998","5","Karnataka","Bijapur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"76","1999","5","Karnataka","Bijapur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"76","2000","5","Karnataka","Bijapur","17393.0","57.24","23.22","20.15","9543.0","31.41","12.74","11.06","3449.0","11.35","4.6","4.0","30385.0","40.57","35.21"
"76","2001","5","Karnataka","Bijapur","18315.0","58.19","27.06","24.16","9935.0","31.56","14.68","13.11","3225.0","10.25","4.76","4.25","31475.0","46.5","41.53"
"76","2002","5","Karnataka","Bijapur","19821.0","59.54","25.04","21.7","10004.0","30.05","12.64","10.95","3463.0","10.4","4.38","3.79","33288.0","42.06","36.44"
"76","2003","5","Karnataka","Bijapur","16094.0","54.87","22.44","20.43","9856.0","33.6","13.74","12.51","3379.0","11.52","4.71","4.29","29329.0","40.89","37.24"
"76","2004","5","Karnataka","Bijapur","21525.0","51.77","25.55","21.03","14803.0","35.6","17.57","14.46","5249.0","12.62","6.23","5.13","41577.0","49.34","40.62"
"76","2005","5","Karnataka","Bijapur","20499.0","49.86","24.42","19.92","13470.0","32.76","16.05","13.09","7142.0","17.37","8.51","6.94","41111.0","48.97","39.96"
"76","2006","5","Karnataka","Bijapur","27611.0","53.41","31.64","25.92","17167.0","33.21","19.67","16.12","6922.0","13.39","7.93","6.5","51700.0","59.25","48.53"
"76","2007","5","Karnataka","Bijapur","28368.0","54.3","32.27","26.74","16938.0","32.42","19.27","15.97","6936.0","13.28","7.89","6.54","52242.0","59.42","49.25"
"76","2008","5","Karnataka","Bijapur","28559.0","48.9","38.28","33.62","20439.0","35.0","27.4","24.06","9399.0","16.1","12.6","11.06","58397.0","78.28","68.74"
"76","2009","5","Karnataka","Bijapur","35366.0","51.36","40.59","33.96","23286.0","33.82","26.73","22.36","10204.0","14.82","11.71","9.8","68856.0","79.04","66.12"
