"Dist Code","Year","State Code","State Name","Dist Name","TOTAL AREA (1000 ha)","FOREST AREA (1000 ha)","BARREN AND UNCULTIVABLE LAND AREA (1000 ha)","LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha)","CULTIVABLE WASTE LAND AREA (1000 ha)","PERMANENT PASTURES AREA (1000 ha)","OTHER FALLOW AREA (1000 ha)","CURRENT FALLOW AREA (1000 ha)","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)","CROPING INTENSITY (Percent)"
"4","2007","14","Chhattisgarh","Bilaspur","2146.07","945.68","46.0","109.91","39.54","130.62","29.95","26.16","811.19","997.26","122.94"
"4","2008","14","Chhattisgarh","Bilaspur","2146.07","945.58","44.56","112.63","39.58","130.94","30.61","27.07","808.02","1023.34","126.65"
"4","2009","14","Chhattisgarh","Bilaspur","2146.07","944.86","44.56","113.05","40.86","132.14","32.16","27.38","803.95","974.34","121.19"
"4","2010","14","Chhattisgarh","Bilaspur","2146.07","945.28","45.15","112.65","40.66","131.31","26.3","31.91","805.68","1004.66","124.7"
"4","2011","14","Chhattisgarh","Bilaspur","2147.07","947.21","46.17","110.89","43.79","134.75","32.86","26.77","804.53","1031.79","128.25"
"4","2012","14","Chhattisgarh","Bilaspur","2147.07","947.12","46.5","113.07","42.97","133.36","31.54","29.94","802.48","1028.36","128.15"
"4","2013","14","Chhattisgarh","Bilaspur","1518.67","318.71","46.51","112.68","43.81","133.63","31.05","29.1","803.08","1006.84","125.37"
"4","2014","14","Chhattisgarh","Bilaspur","1518.67","318.74","45.18","111.58","44.04","133.36","32.74","28.81","804.11","1005.75","125.08"
"4","2015","14","Chhattisgarh","Bilaspur","1518.67","318.91","45.18","111.3","44.1","133.71","31.57","32.22","801.51","1008.59","125.84"
"4","2016","14","Chhattisgarh","Bilaspur","2147.07","948.06","50.99","102.96","50.49","133.84","32.24","36.71","791.55","972.84","122.9"
"4","2017","14","Chhattisgarh","Bilaspur","2147.07","948.79","45.32","107.53","48.84","133.95","31.09","40.9","790.44","946.02","119.68"
"4","2018","14","Chhattisgarh","Bilaspur","2147.07","946.55","45.39","102.38","53.66","137.09","32.54","38.05","791.06","946.05","119.59"
"4","2019","14","Chhattisgarh","Bilaspur","1907.55","800.54","39.84","93.26","52.17","130.35","26.71","31.32","733.04","906.15","123.62"
"4","2020","14","Chhattisgarh","Bilaspur","1907.55","798.59","39.84","101.16","43.35","130.36","24.81","27.05","742.05","925.22","124.68"
"5","1966","14","Chhattisgarh","Raigarh","1296.5","415.6","115.8","64.4","16.7","109.4","38.6","37.8","495.2","525.7","106.16"
"5","1967","14","Chhattisgarh","Raigarh","1296.5","416.0","115.3","66.0","16.2","109.4","37.8","35.8","498.9","531.3","106.49"
"5","1968","14","Chhattisgarh","Raigarh","1296.5","416.2","115.5","67.0","15.3","109.7","32.5","34.5","505.5","537.9","106.41"
"5","1969","14","Chhattisgarh","Raigarh","1296.6","416.0","115.2","66.6","17.0","110.8","32.0","34.0","505.0","538.0","106.53"
"5","1970","14","Chhattisgarh","Raigarh","1296.7","416.2","115.6","66.6","18.0","107.5","33.0","34.0","505.0","540.0","106.93"
"5","1971","14","Chhattisgarh","Raigarh","1296.0","416.1","115.0","66.0","15.0","108.8","32.0","34.0","506.0","542.0","107.11"
"5","1972","14","Chhattisgarh","Raigarh","1297.0","415.0","116.0","67.0","16.0","108.4","32.0","34.0","507.0","542.0","106.9"
"5","1973","14","Chhattisgarh","Raigarh","1324.0","440.0","116.0","67.0","18.0","107.5","33.0","34.0","508.0","547.0","107.68"
"5","1974","14","Chhattisgarh","Raigarh","1323.0","440.0","115.0","68.0","18.0","106.7","34.0","34.0","507.0","543.0","107.1"
"5","1975","14","Chhattisgarh","Raigarh","1323.2","429.0","113.0","69.0","36.0","100.0","32.0","35.0","510.3","549.8","107.74"
"5","1976","14","Chhattisgarh","Raigarh","1299.0","405.0","114.0","68.0","24.0","102.0","42.0","33.0","511.0","543.0","106.26"
"5","1977","14","Chhattisgarh","Raigarh","1298.4","403.0","111.0","68.0","23.0","102.0","35.0","44.0","514.5","552.0","107.29"
"5","1978","14","Chhattisgarh","Raigarh","1298.4","402.0","110.2","69.0","20.9","101.8","34.1","43.6","517.0","554.0","107.16"
"5","1979","14","Chhattisgarh","Raigarh","1298.4","404.0","110.5","69.0","18.7","101.7","35.2","45.4","513.8","539.7","105.04"
"5","1980","14","Chhattisgarh","Raigarh","1298.4","403.4","110.2","68.8","18.0","101.2","35.6","42.9","518.3","553.2","106.73"
"5","1981","14","Chhattisgarh","Raigarh","1298.4","403.2","109.9","68.8","17.1","101.0","33.7","41.1","523.6","560.1","106.97"
"5","1982","14","Chhattisgarh","Raigarh","1298.4","402.6","110.0","69.4","16.5","100.2","33.8","40.4","525.6","555.7","105.73"
"5","1983","14","Chhattisgarh","Raigarh","1298.4","402.1","109.9","69.6","15.5","100.0","32.5","39.1","529.5","564.8","106.67"
"5","1984","14","Chhattisgarh","Raigarh","1298.4","401.9","109.8","70.1","15.1","100.1","31.5","38.4","531.5","564.9","106.28"
"5","1985","14","Chhattisgarh","Raigarh","1298.4","401.6","109.6","70.0","14.9","99.6","30.3","36.9","535.4","571.6","106.76"
"5","1986","14","Chhattisgarh","Raigarh","1298.4","383.4","118.4","71.2","14.8","100.6","29.0","37.1","543.9","578.6","106.38"
"5","1987","14","Chhattisgarh","Raigarh","1298.3","383.7","118.3","71.5","15.4","100.6","29.3","35.6","543.8","580.8","106.8"
"5","1988","14","Chhattisgarh","Raigarh","1298.3","383.7","118.3","71.5","15.4","100.6","29.3","35.6","547.1","581.5","106.29"
"5","1989","14","Chhattisgarh","Raigarh","1298.3","384.1","118.1","71.6","15.3","100.3","29.4","34.4","544.9","579.9","106.42"
"5","1990","14","Chhattisgarh","Raigarh","1033.88","119.67","117.27","70.75","14.18","99.12","28.13","32.72","544.8","582.0","106.83"
"5","1991","14","Chhattisgarh","Raigarh","1297.5","383.0","117.4","71.0","13.4","99.8","27.9","32.7","545.1","580.6","106.51"
"5","1992","14","Chhattisgarh","Raigarh","1297.5","383.7","117.1","69.0","14.5","100.7","28.1","34.3","543.1","576.3","106.11"
"5","1993","14","Chhattisgarh","Raigarh","1033.05","119.32","117.02","69.19","14.2","101.38","27.1","33.2","544.5","580.5","106.61"
"5","1994","14","Chhattisgarh","Raigarh","1033.05","119.61","116.87","69.46","14.56","102.14","27.41","35.32","540.59","576.09","106.57"
